EmployeeID,EmployeeName,Department,Gender,Ethnicity,Region,MonthlySalary,HireDate,ExitDate,AttritionFlag,PerformanceRating,HighPerformerAttrition,ReasonForLeaving,TenureYears,TenureBucket
243,Adrienne Holloway,Sales,Female,Black,Asia,73452,2018-03-19,,0,High,0,,3.79,3-5 Years
244,Joshua Logan,Sales,Male,Other,North America,97677,2020-05-05,,0,Standard,0,,1.66,1-3 Years
245,Anthony Torres,Sales,Female,Asian,South America,71832,2021-05-14,,0,Standard,0,,0.63,0-1 Years
246,Brandy Delgado,Sales,Female,Black,Europe,110852,2020-06-02,,0,Standard,0,,1.58,1-3 Years
247,Chad Clark,Sales,Female,Asian,North America,111836,2020-08-30,,0,High,0,,1.34,1-3 Years
248,Susan Maldonado,Sales,Male,Other,Asia,78302,2021-02-06,,0,Standard,0,,0.9,0-1 Years
249,Mary Wallace,Sales,Male,Asian,North America,60118,2019-01-04,,0,Standard,0,,2.99,1-3 Years
250,Emily Bishop,Sales,Male,Other,Asia,102382,2018-10-25,,0,Standard,0,,3.19,3-5 Years
251,Alicia Chung,Sales,Male,Asian,South America,61878,2021-01-01,,0,Standard,0,,1.0,0-1 Years
252,Ernest Rowe,Sales,Female,Asian,South America,74790,2021-01-01,,0,Standard,0,,1.0,0-1 Years
253,Kelsey Jones,Sales,Male,Asian,Europe,97546,2017-03-02,,0,Standard,0,,4.84,3-5 Years
254,Erik Young,Sales,Male,Asian,North America,45642,2020-10-26,,0,Standard,0,,1.18,1-3 Years
255,Tara Bell,Sales,Female,Asian,Asia,108560,2017-07-08,,0,Standard,0,,4.48,3-5 Years
256,Kevin Lopez,Sales,Male,Asian,South America,80047,2017-04-22,,0,Standard,0,,4.7,3-5 Years
257,Amber Compton,Sales,Male,Other,North America,96285,2020-06-02,,0,Standard,0,,1.58,1-3 Years
258,Randy Ryan,Sales,Male,Other,South America,70309,2019-12-04,,0,High,0,,2.08,1-3 Years
259,Amy Oliver,Sales,Male,Asian,North America,104604,2019-03-26,,0,Standard,0,,2.77,1-3 Years
260,Sarah Brown,Sales,Male,Asian,Asia,69169,2016-04-23,2021-07-27,1,Standard,0,Better Opportunity,5.26,5+ Years
261,Rita Wagner,Sales,Male,Black,Asia,70033,2018-12-30,,0,Standard,0,,3.01,3-5 Years
262,Ronald Stevenson,Sales,Female,Black,South America,66366,2020-01-31,,0,High,0,,1.92,1-3 Years
263,Jennifer Harris,Sales,Female,Black,Asia,64231,2021-02-18,,0,High,0,,0.87,0-1 Years
264,Brandon Burke,Sales,Male,Other,North America,88940,2017-01-20,2021-07-02,1,Standard,0,Better Opportunity,4.45,3-5 Years
265,Rebecca Anderson,Sales,Male,Asian,South America,87697,2017-11-30,,0,Standard,0,,4.09,3-5 Years
266,Megan Smith,Sales,Female,Other,North America,95828,2017-03-17,,0,High,0,,4.79,3-5 Years
267,Kathy Underwood,Sales,Male,Asian,Europe,47723,2021-06-03,,0,Standard,0,,0.58,0-1 Years
268,Sandra Walter,Sales,Male,Asian,Europe,81856,2019-12-22,,0,Standard,0,,2.03,1-3 Years
269,Jessica Phillips,Sales,Female,Asian,North America,50241,2019-12-16,,0,Standard,0,,2.04,1-3 Years
270,Susan Marquez,Sales,Female,Other,Asia,68855,2019-12-20,,0,Standard,0,,2.03,1-3 Years
271,Tina Alvarado,Sales,Male,Asian,Europe,106001,2018-07-22,,0,Standard,0,,3.45,3-5 Years
272,Heather Jones,Sales,Female,Asian,Europe,112016,2017-04-11,,0,High,0,,4.73,3-5 Years
273,Aaron Austin,Sales,Male,Black,Asia,108079,2020-03-21,2021-07-02,1,Standard,0,Management Issues,1.28,1-3 Years
274,Jamie Harris,Sales,Male,Other,North America,55585,2017-11-05,,0,High,0,,4.16,3-5 Years
275,Wendy Hughes,Sales,Female,Other,South America,68688,2018-08-26,,0,Standard,0,,3.35,3-5 Years
276,Rachel Khan,Sales,Female,Asian,North America,103862,2018-07-10,,0,Standard,0,,3.48,3-5 Years
277,Jessica Villegas,Sales,Male,Asian,North America,116782,2019-12-29,,0,Standard,0,,2.01,1-3 Years
278,Sean Orr,Sales,Female,Asian,Europe,93347,2017-12-30,,0,Standard,0,,4.01,3-5 Years
279,Jonathan Williams,Sales,Female,Black,Europe,92372,2019-01-07,,0,High,0,,2.98,1-3 Years
280,Raymond Valencia,Sales,Female,Other,South America,62531,2020-02-28,,0,High,0,,1.84,1-3 Years
281,Bethany Miles,Sales,Male,Black,Europe,60229,2018-01-09,,0,Standard,0,,3.98,3-5 Years
282,Rose Matthews,Sales,Female,Black,North America,51822,2017-04-14,,0,High,0,,4.72,3-5 Years
283,Tiffany Stout,Sales,Male,Asian,North America,71182,2018-07-02,,0,Standard,0,,3.5,3-5 Years
284,James Thomas,Sales,Female,Other,North America,109270,2019-09-12,,0,Standard,0,,2.3,1-3 Years
285,Joseph Gay,Sales,Female,Other,Asia,104233,2018-07-19,2021-11-05,1,Standard,0,Better Opportunity,3.3,3-5 Years
286,Marie Lawson,Sales,Female,Asian,South America,84530,2016-06-20,2021-10-06,1,Standard,0,Better Opportunity,5.3,5+ Years
287,Carmen Hamilton,Sales,Male,Asian,South America,71664,2020-04-22,,0,High,0,,1.69,1-3 Years
288,Grace Anderson,Sales,Female,Asian,South America,82641,2020-11-27,2021-09-27,1,Standard,0,Better Opportunity,0.83,0-1 Years
289,Sabrina Poole,Sales,Female,Asian,Europe,88558,2021-02-03,,0,Standard,0,,0.91,0-1 Years
290,Meagan Frey,Sales,Male,Black,North America,111685,2020-11-10,,0,High,0,,1.14,1-3 Years
291,Michael Durham,Sales,Male,Other,North America,85161,2017-12-09,,0,Standard,0,,4.06,3-5 Years
292,Cynthia Barber,Sales,Female,Asian,North America,105958,2017-12-22,,0,Standard,0,,4.03,3-5 Years
293,Thomas Howard,Sales,Female,Asian,South America,86825,2018-07-26,,0,Standard,0,,3.44,3-5 Years
294,Paul Levine,Sales,Male,Black,Europe,60248,2020-10-10,2021-09-28,1,Standard,0,Management Issues,0.97,0-1 Years
295,Joshua Tran,Sales,Male,Black,Asia,64540,2019-08-01,,0,Standard,0,,2.42,1-3 Years
296,Joel Myers,Sales,Male,Other,Asia,107196,2020-08-22,,0,Standard,0,,1.36,1-3 Years
297,Robin Nguyen,Sales,Male,Asian,South America,45869,2018-09-17,,0,High,0,,3.29,3-5 Years
298,Fred Farmer,Sales,Male,Asian,South America,109792,2019-07-31,,0,Standard,0,,2.42,1-3 Years
299,Johnathan Jackson,Sales,Male,Asian,Asia,102853,2019-10-26,2021-08-22,1,High,1,Work-Life Balance,1.82,1-3 Years
300,Jessica Johnson,Sales,Female,Other,South America,90647,2018-05-21,,0,Standard,0,,3.62,3-5 Years
301,Catherine Gardner,Sales,Female,Black,Europe,71781,2018-11-06,,0,Standard,0,,3.15,3-5 Years
302,Jacob Peterson,Sales,Male,Other,Asia,102012,2017-02-10,2021-09-11,1,Standard,0,Work-Life Balance,4.59,3-5 Years
303,Paul Adams,Sales,Male,Asian,North America,104240,2020-12-20,,0,Standard,0,,1.03,1-3 Years
304,Roger Cameron,Sales,Male,Asian,South America,47032,2017-09-21,,0,High,0,,4.28,3-5 Years
305,Dr. Jared Hall DVM,Sales,Female,Asian,North America,83989,2016-06-14,2021-09-25,1,Standard,0,Work-Life Balance,5.28,5+ Years
306,Erica Campbell,Sales,Female,Asian,Europe,78580,2019-07-13,,0,High,0,,2.47,1-3 Years
307,Jennifer Howe,Sales,Male,Other,Europe,50700,2017-02-01,,0,Standard,0,,4.92,3-5 Years
308,Laura Brown,Sales,Male,Asian,Europe,110858,2017-01-17,,0,Standard,0,,4.96,3-5 Years
309,Michael Taylor,Sales,Female,Other,North America,56517,2020-07-05,,0,Standard,0,,1.49,1-3 Years
310,Renee Miller,Sales,Male,Asian,Asia,109422,2020-09-20,,0,High,0,,1.28,1-3 Years
311,Sarah Brown,Sales,Male,Black,Europe,84111,2020-12-16,,0,Standard,0,,1.04,1-3 Years
312,Peter Peterson,Sales,Female,Other,Asia,67729,2021-06-13,,0,Standard,0,,0.55,0-1 Years
313,David Lynch,Sales,Female,Other,Europe,103543,2017-10-27,,0,Standard,0,,4.18,3-5 Years
314,Ricardo Farrell,Sales,Male,Asian,South America,52490,2021-04-15,,0,Standard,0,,0.71,0-1 Years
315,Charles Potter,Sales,Female,Other,Asia,62309,2018-09-01,,0,Standard,0,,3.33,3-5 Years
316,Susan Turner,Sales,Female,Other,Asia,113360,2020-06-28,,0,Standard,0,,1.51,1-3 Years
317,Peter Taylor,Sales,Male,Other,Europe,67359,2017-01-25,,0,Standard,0,,4.93,3-5 Years
318,Michael Martin,Sales,Male,Black,South America,109772,2020-02-29,,0,Standard,0,,1.84,1-3 Years
319,Shaun Glenn,Sales,Male,Other,Europe,69751,2017-05-12,,0,Standard,0,,4.64,3-5 Years
320,Dawn Smith,Sales,Female,Black,South America,106744,2017-04-22,,0,Standard,0,,4.7,3-5 Years
321,Allen Williams,Sales,Male,Black,Asia,85509,2020-08-17,,0,High,0,,1.37,1-3 Years
322,Jacob Tucker,Sales,Female,Asian,Europe,56040,2020-06-04,2021-07-03,1,High,1,Work-Life Balance,1.08,1-3 Years
323,Aaron Powell,Sales,Male,Asian,South America,54648,2020-01-11,,0,High,0,,1.97,1-3 Years
324,Devin Ryan,Sales,Male,Other,Europe,119442,2020-01-29,2021-09-14,1,Standard,0,Work-Life Balance,1.63,1-3 Years
325,Scott Jackson,Sales,Female,Asian,North America,95839,2021-05-26,,0,High,0,,0.6,0-1 Years
326,Emily Manning,Sales,Male,Black,Europe,109360,2020-06-04,,0,High,0,,1.58,1-3 Years
327,Heather Gonzalez,Sales,Female,Asian,Asia,87371,2016-12-25,,0,High,0,,5.02,5+ Years
328,Adam Evans DDS,Sales,Female,Other,Asia,77758,2020-11-13,,0,High,0,,1.13,1-3 Years
329,Pamela Lewis,Sales,Male,Asian,Asia,103980,2018-11-08,,0,Standard,0,,3.15,3-5 Years
330,Michael Williams,Sales,Female,Black,Europe,108251,2018-12-03,,0,Standard,0,,3.08,3-5 Years
331,Omar Cuevas,Sales,Male,Other,Europe,98174,2020-12-26,,0,High,0,,1.01,1-3 Years
332,Kristin Washington,Sales,Female,Black,Asia,117801,2019-06-10,2021-09-14,1,High,1,Better Opportunity,2.27,1-3 Years
333,Edwin Clayton,Sales,Male,Black,North America,101900,2016-11-03,,0,Standard,0,,5.16,5+ Years
334,Ricky Gomez,Sales,Female,Asian,South America,52844,2019-09-14,,0,High,0,,2.3,1-3 Years
335,Frances Edwards,Sales,Female,Black,Europe,89934,2020-04-06,,0,Standard,0,,1.74,1-3 Years
336,David Cooper,Sales,Male,Black,Europe,113208,2017-05-17,,0,Standard,0,,4.63,3-5 Years
337,Jeffery Vazquez,Sales,Male,Other,Europe,107771,2016-07-07,,0,Standard,0,,5.49,5+ Years
338,Dr. Anthony Sanchez,Sales,Male,Other,Europe,73694,2016-09-28,,0,Standard,0,,5.26,5+ Years
339,Sergio Anderson,Sales,Male,Other,North America,95764,2016-09-13,,0,Standard,0,,5.3,5+ Years
340,Robert Lambert,Sales,Female,Asian,Asia,55685,2020-01-28,,0,Standard,0,,1.93,1-3 Years
341,Rita Obrien,Sales,Male,Other,South America,116560,2017-09-26,,0,Standard,0,,4.27,3-5 Years
342,Bruce Ramirez,Sales,Female,Other,Asia,48486,2017-11-18,,0,Standard,0,,4.12,3-5 Years
343,Janice Meyer,Sales,Male,Asian,South America,78968,2019-02-23,2021-09-11,1,High,1,Salary,2.55,1-3 Years
344,Jeffrey Montgomery,Sales,Female,Black,Europe,59311,2020-09-30,,0,Standard,0,,1.25,1-3 Years
345,Mrs. Cheyenne Dawson,Sales,Male,Asian,Europe,60090,2016-01-20,,0,Standard,0,,5.95,5+ Years
346,Jennifer Reyes,Sales,Male,Black,North America,98221,2018-01-21,,0,Standard,0,,3.95,3-5 Years
347,Teresa Hall,Sales,Male,Black,North America,119511,2019-04-30,,0,Standard,0,,2.67,1-3 Years
348,Diane Burton,Sales,Male,Asian,Europe,80347,2019-04-04,,0,High,0,,2.75,1-3 Years
349,Michael Cook,Sales,Female,Other,Europe,78731,2019-11-26,,0,High,0,,2.1,1-3 Years
350,Tanya Reese,Sales,Male,Black,South America,116424,2016-01-05,,0,Standard,0,,5.99,5+ Years
351,Logan Mcguire,Sales,Female,Asian,North America,77098,2019-05-08,,0,Standard,0,,2.65,1-3 Years
352,Tina Phillips,Sales,Male,Black,Asia,97500,2018-08-01,,0,Standard,0,,3.42,3-5 Years
353,Taylor Brown,Sales,Female,Asian,North America,109602,2020-01-13,,0,Standard,0,,1.97,1-3 Years
354,Stephen Moore,Sales,Male,Black,Europe,61769,2020-12-25,,0,Standard,0,,1.02,1-3 Years
355,Glenn Gonzalez,Sales,Male,Black,Europe,102833,2016-11-14,,0,Standard,0,,5.13,5+ Years
356,Michael Reyes,Sales,Male,Black,North America,110155,2017-02-04,,0,Standard,0,,4.91,3-5 Years
357,David Boyer,Sales,Female,Asian,South America,59913,2020-05-02,,0,Standard,0,,1.67,1-3 Years
358,Larry Miller,Sales,Female,Asian,South America,90294,2018-04-06,,0,Standard,0,,3.74,3-5 Years
359,Cameron Harrison,Sales,Female,Other,South America,95075,2017-11-24,,0,High,0,,4.1,3-5 Years
360,Victor Eaton,Sales,Male,Asian,North America,80587,2019-07-31,,0,Standard,0,,2.42,1-3 Years
361,Sherry Allen,Sales,Male,Asian,Asia,45566,2019-12-05,,0,Standard,0,,2.07,1-3 Years
362,Gregory Hancock,Sales,Male,Other,Asia,103906,2020-10-04,,0,Standard,0,,1.24,1-3 Years
363,Veronica Johnson,Sales,Female,Black,North America,54435,2020-01-15,,0,Standard,0,,1.96,1-3 Years
364,Carl Norton,Sales,Male,Black,Europe,85011,2017-01-07,,0,Standard,0,,4.98,3-5 Years
365,Melanie King,Sales,Male,Asian,Asia,78353,2016-01-29,,0,Standard,0,,5.93,5+ Years
366,Jake Harper,Sales,Male,Asian,Asia,100550,2017-12-18,,0,High,0,,4.04,3-5 Years
367,Joshua Walker,Sales,Female,Black,North America,54264,2019-07-30,,0,Standard,0,,2.42,1-3 Years
368,Stephen Wilson,Sales,Male,Asian,South America,83832,2017-09-08,2021-11-18,1,High,1,Work-Life Balance,4.2,3-5 Years
369,Jacqueline Thornton,Sales,Female,Asian,Europe,80131,2017-01-24,,0,Standard,0,,4.94,3-5 Years
370,Chad Baker,Sales,Female,Black,Europe,59110,2016-07-22,,0,Standard,0,,5.45,5+ Years
371,Shawn Roberson,Sales,Female,Other,Asia,116499,2019-05-15,2021-08-11,1,High,1,Better Opportunity,2.24,1-3 Years
372,John Adams,Sales,Male,Asian,Europe,100220,2019-02-22,,0,Standard,0,,2.86,1-3 Years
373,Jennifer Richmond,Sales,Female,Black,North America,108478,2019-04-23,2021-07-16,1,Standard,0,Management Issues,2.23,1-3 Years
374,Ann Hansen,Sales,Female,Black,Europe,110944,2017-03-03,,0,High,0,,4.83,3-5 Years
375,Anna Hubbard,Sales,Female,Other,Europe,96669,2017-02-27,,0,Standard,0,,4.84,3-5 Years
376,Nicole Garcia,Sales,Female,Asian,Asia,53986,2020-12-15,,0,Standard,0,,1.04,1-3 Years
377,Johnny Wright III,Sales,Female,Other,Europe,58696,2019-02-14,,0,Standard,0,,2.88,1-3 Years
378,Benjamin Henderson,Sales,Female,Asian,Europe,48941,2016-10-19,2021-06-12,1,Standard,0,Salary,4.65,3-5 Years
379,Lisa Hall,Sales,Male,Asian,South America,49682,2016-05-26,2021-12-14,1,Standard,0,Work-Life Balance,5.56,5+ Years
380,Adam Taylor,Sales,Male,Asian,Asia,116940,2019-06-04,,0,Standard,0,,2.58,1-3 Years
381,Kyle Barnes,Sales,Male,Other,North America,45505,2018-11-20,,0,Standard,0,,3.12,3-5 Years
382,Charles Kim,Sales,Female,Black,North America,77317,2016-08-26,,0,Standard,0,,5.35,5+ Years
383,Jacqueline Nunez,Sales,Female,Asian,Europe,88436,2020-04-02,,0,Standard,0,,1.75,1-3 Years
384,Erik Lopez,Sales,Female,Asian,South America,51645,2018-07-07,2021-10-07,1,Standard,0,Work-Life Balance,3.25,3-5 Years
385,Hannah Bautista,Sales,Female,Black,South America,72892,2018-07-02,2021-07-26,1,Standard,0,Better Opportunity,3.07,3-5 Years
386,Megan Erickson,Sales,Female,Black,Europe,118310,2019-01-03,,0,Standard,0,,2.99,1-3 Years
387,Brian Black,Sales,Female,Black,South America,112046,2018-05-10,2021-07-29,1,Standard,0,Better Opportunity,3.22,3-5 Years
388,Danielle Daniels,Sales,Female,Asian,South America,114267,2020-01-28,,0,Standard,0,,1.93,1-3 Years
389,Matthew Nichols,Sales,Male,Black,South America,106337,2018-07-30,,0,High,0,,3.42,3-5 Years
390,Michelle Mcdaniel,Sales,Male,Other,North America,90314,2021-02-11,,0,Standard,0,,0.88,0-1 Years
391,Shannon Franklin,Sales,Male,Other,South America,73172,2017-07-22,,0,High,0,,4.45,3-5 Years
392,Kimberly Garcia,Sales,Male,Asian,Asia,64080,2018-01-25,,0,Standard,0,,3.93,3-5 Years
393,Christopher Lopez,Sales,Male,Asian,South America,83551,2016-04-20,,0,Standard,0,,5.7,5+ Years
394,Mary Steele,Sales,Female,Other,Asia,71545,2020-11-25,,0,Standard,0,,1.1,1-3 Years
395,Samuel Goodman,Sales,Male,Asian,Europe,49909,2017-03-01,2021-12-05,1,Standard,0,Better Opportunity,4.77,3-5 Years
396,Cynthia Adams,Sales,Female,Black,North America,48887,2021-01-14,,0,Standard,0,,0.96,0-1 Years
397,Courtney French,Sales,Male,Other,Europe,74027,2016-10-19,,0,Standard,0,,5.2,5+ Years
398,Andrea Flores,Sales,Male,Black,North America,49480,2018-01-06,,0,Standard,0,,3.99,3-5 Years
399,Leah Lee,Sales,Female,Asian,North America,107044,2017-07-28,,0,Standard,0,,4.43,3-5 Years
400,Emily Kennedy,Sales,Female,Other,Asia,96922,2016-12-13,,0,Standard,0,,5.05,5+ Years
401,Sara Richard,Sales,Female,Asian,North America,113156,2018-11-21,,0,High,0,,3.11,3-5 Years
402,Amber Soto,Sales,Male,Black,Europe,93722,2018-11-16,,0,Standard,0,,3.13,3-5 Years
403,Joseph Brown,Sales,Male,Asian,Asia,64742,2018-01-05,,0,Standard,0,,3.99,3-5 Years
404,Carlos Richardson,Sales,Female,Asian,Asia,53234,2016-09-27,,0,High,0,,5.26,5+ Years
405,Sandra Ford,Sales,Male,Black,South America,48919,2017-10-22,,0,Standard,0,,4.19,3-5 Years
406,Marissa Walker,Sales,Female,Asian,Europe,116702,2019-12-02,,0,Standard,0,,2.08,1-3 Years
407,James Thomas,Sales,Female,Other,Asia,100622,2021-05-26,,0,Standard,0,,0.6,0-1 Years
408,Dr. Sophia Tucker,Sales,Male,Black,North America,72894,2017-08-13,,0,High,0,,4.39,3-5 Years
409,April Cervantes,Sales,Male,Asian,Europe,92030,2018-11-09,,0,Standard,0,,3.15,3-5 Years
410,Mark Harris,Sales,Female,Black,South America,98841,2017-11-16,2021-08-14,1,Standard,0,Salary,3.75,3-5 Years
411,Anna Blair,Sales,Male,Black,Europe,103173,2018-01-15,,0,Standard,0,,3.96,3-5 Years
412,Donald Barrera,Sales,Male,Black,Asia,100065,2017-04-19,2021-09-04,1,Standard,0,Work-Life Balance,4.38,3-5 Years
413,William Hanna,Sales,Female,Other,South America,94353,2018-11-17,,0,Standard,0,,3.12,3-5 Years
414,Michael Duncan,Sales,Female,Asian,Asia,107097,2017-08-25,,0,Standard,0,,4.35,3-5 Years
415,Anthony Diaz,Sales,Male,Asian,North America,104784,2016-07-07,,0,Standard,0,,5.49,5+ Years
416,Christine Stout,Sales,Female,Black,Asia,114346,2019-06-25,,0,Standard,0,,2.52,1-3 Years
417,Donna Smith,Sales,Female,Black,Europe,104346,2018-02-24,2021-06-08,1,Standard,0,Work-Life Balance,3.29,3-5 Years
418,Paul Pennington,Sales,Male,Black,North America,61216,2016-07-07,2021-12-06,1,Standard,0,Salary,5.42,5+ Years
419,Melinda Santana,Sales,Female,Black,Europe,79319,2017-06-20,,0,Standard,0,,4.53,3-5 Years
420,Nicole Wiley,Sales,Male,Asian,North America,73712,2018-11-17,,0,Standard,0,,3.12,3-5 Years
421,Joseph Jackson,Sales,Female,Other,Europe,71532,2020-06-19,,0,Standard,0,,1.53,1-3 Years
422,Janice Hartman,Sales,Male,Black,Asia,89461,2017-05-28,,0,High,0,,4.6,3-5 Years
423,Melissa Ponce,Sales,Female,Asian,Europe,55865,2018-04-08,,0,Standard,0,,3.73,3-5 Years
424,Patricia Joyce,Sales,Female,Black,Asia,73630,2018-02-05,,0,Standard,0,,3.9,3-5 Years
425,Kelly Kennedy,Sales,Male,Other,Europe,81546,2020-12-04,,0,Standard,0,,1.07,1-3 Years
426,William Wheeler,Sales,Female,Black,South America,54492,2017-02-03,,0,Standard,0,,4.91,3-5 Years
427,Sarah Hill,Sales,Female,Asian,South America,87290,2016-07-11,,0,Standard,0,,5.48,5+ Years
428,Ann Barry,Sales,Female,Asian,Asia,105974,2021-02-23,,0,Standard,0,,0.85,0-1 Years
429,Veronica Walker,Sales,Female,Black,North America,111066,2019-10-20,,0,High,0,,2.2,1-3 Years
430,Cory Carr,Sales,Male,Other,North America,65647,2016-11-11,,0,Standard,0,,5.14,5+ Years
431,Lisa Gomez,Sales,Female,Black,Asia,107270,2019-07-06,,0,Standard,0,,2.49,1-3 Years
432,Alicia Shaw,Sales,Female,Other,North America,83366,2019-12-26,,0,Standard,0,,2.02,1-3 Years
433,Mary Lopez,Sales,Male,Asian,South America,78754,2016-12-02,,0,Standard,0,,5.08,5+ Years
434,Benjamin Cook,Sales,Female,Asian,North America,117870,2018-03-25,2021-09-01,1,Standard,0,Better Opportunity,3.44,3-5 Years
435,Thomas Moore,Sales,Male,Black,Asia,57723,2018-12-15,,0,Standard,0,,3.05,3-5 Years
436,Laura Sosa,Sales,Female,Black,Europe,97653,2016-05-28,,0,High,0,,5.6,5+ Years
437,Brett Ortiz,Sales,Female,Asian,North America,61211,2021-01-30,,0,Standard,0,,0.92,0-1 Years
438,Tonya Bauer,Sales,Male,Asian,Europe,96516,2020-02-02,2021-07-27,1,High,1,Work-Life Balance,1.48,1-3 Years
439,Eric Scott,Sales,Female,Black,Europe,105550,2018-05-09,,0,High,0,,3.65,3-5 Years
440,David Tapia,Sales,Male,Asian,South America,68869,2020-09-12,,0,Standard,0,,1.3,1-3 Years
441,Vickie Montes,Sales,Male,Asian,South America,90377,2019-10-06,,0,Standard,0,,2.24,1-3 Years
442,Elizabeth Holder,Sales,Male,Black,Europe,109709,2018-04-20,,0,Standard,0,,3.7,3-5 Years
443,Leslie Campbell,Sales,Female,Black,Europe,109096,2016-11-27,,0,Standard,0,,5.1,5+ Years
444,Shelly Navarro,Sales,Female,Black,Europe,94917,2019-01-14,,0,Standard,0,,2.96,1-3 Years
445,Gabriel Giles,Sales,Female,Other,North America,87615,2016-10-01,,0,Standard,0,,5.25,5+ Years
446,Michael Fernandez,Sales,Male,Other,South America,60464,2018-10-14,2021-11-15,1,High,1,Better Opportunity,3.09,3-5 Years
447,Thomas Thompson,Sales,Female,Asian,Europe,46843,2018-04-11,,0,Standard,0,,3.73,3-5 Years
448,Briana Reed,Sales,Female,Black,North America,86264,2019-10-13,,0,High,0,,2.22,1-3 Years
449,Bryan Floyd,Sales,Female,Black,North America,48820,2018-04-22,,0,Standard,0,,3.7,3-5 Years
450,Tanya Allen,Sales,Female,Black,North America,108797,2019-01-01,,0,Standard,0,,3.0,1-3 Years
451,Mary Acosta,Marketing,Female,Black,Asia,66958,2019-12-30,,0,Standard,0,,2.01,1-3 Years
452,Matthew Perkins,Marketing,Male,Asian,Europe,52971,2019-10-06,,0,Standard,0,,2.24,1-3 Years
453,Colleen Adkins,Marketing,Female,Asian,Europe,48572,2021-07-05,2021-09-22,1,Standard,0,Better Opportunity,0.22,0-1 Years
454,Amy Macdonald,Marketing,Male,Other,Asia,86194,2018-04-29,,0,Standard,0,,3.68,3-5 Years
455,Judy Wright,Marketing,Male,Other,Europe,68558,2016-09-28,,0,Standard,0,,5.26,5+ Years
456,Andrea Villa,Marketing,Female,Other,Europe,77232,2018-03-30,,0,High,0,,3.76,3-5 Years
457,Casey Scott,Marketing,Female,Other,South America,90159,2020-06-27,,0,Standard,0,,1.51,1-3 Years
458,Tyler Marshall,Marketing,Female,Other,Europe,87335,2016-01-20,,0,Standard,0,,5.95,5+ Years
459,Jillian Reed,Marketing,Male,Asian,Europe,117252,2017-04-27,,0,High,0,,4.68,3-5 Years
460,Daniel Wilcox,Marketing,Female,Asian,Europe,96433,2017-07-12,,0,Standard,0,,4.47,3-5 Years
461,Carlos Reid,Marketing,Male,Black,Europe,101600,2020-09-14,,0,High,0,,1.3,1-3 Years
462,Erika Baldwin,Marketing,Male,Asian,Asia,82405,2016-02-15,,0,High,0,,5.88,5+ Years
463,Julie Li,Marketing,Female,Other,Europe,84840,2018-09-20,,0,Standard,0,,3.28,3-5 Years
464,Adam Daniel,Marketing,Female,Black,Asia,78839,2021-04-25,,0,Standard,0,,0.68,0-1 Years
465,Krystal Clark,Marketing,Male,Other,Asia,73725,2019-10-18,,0,Standard,0,,2.21,1-3 Years
466,Marissa Long,Marketing,Male,Other,North America,100846,2017-11-07,,0,Standard,0,,4.15,3-5 Years
467,Taylor Patel,Marketing,Female,Black,Europe,66132,2018-11-12,,0,Standard,0,,3.14,3-5 Years
468,Andres Rowland,Marketing,Male,Asian,Europe,79100,2019-11-10,,0,High,0,,2.14,1-3 Years
469,Kim Arnold,Marketing,Female,Black,North America,102776,2018-02-10,,0,Standard,0,,3.89,3-5 Years
470,Linda Harris,Marketing,Female,Black,Asia,42994,2019-07-30,,0,Standard,0,,2.42,1-3 Years
471,Danielle Saunders,Marketing,Female,Asian,South America,80044,2016-07-10,,0,Standard,0,,5.48,5+ Years
472,Aaron Shelton,Marketing,Female,Black,South America,89460,2016-05-09,2021-12-20,1,Standard,0,Work-Life Balance,5.62,5+ Years
473,Lacey Gonzalez,Marketing,Male,Black,Asia,63842,2018-01-10,,0,High,0,,3.98,3-5 Years
474,Lauren Ramirez,Marketing,Female,Black,Asia,80272,2019-04-04,,0,Standard,0,,2.75,1-3 Years
475,Yvonne Miles,Marketing,Female,Asian,South America,112829,2020-06-14,2021-12-05,1,Standard,0,Salary,1.48,1-3 Years
476,Steven Hayden,Marketing,Male,Asian,North America,64022,2019-01-10,,0,Standard,0,,2.98,1-3 Years
477,Amy Fitzgerald,Marketing,Female,Other,Asia,70481,2017-07-03,,0,Standard,0,,4.5,3-5 Years
478,James Bean,Marketing,Female,Asian,South America,53939,2017-04-17,2021-10-03,1,Standard,0,Better Opportunity,4.47,3-5 Years
479,Laura Conley,Marketing,Female,Other,South America,69193,2020-03-15,,0,High,0,,1.8,1-3 Years
480,Anne Larson,Marketing,Male,Other,Europe,107868,2020-05-18,2021-06-04,1,Standard,0,Management Issues,1.05,1-3 Years
481,Anthony Rivera,Marketing,Male,Black,North America,74594,2018-01-22,,0,Standard,0,,3.94,3-5 Years
482,Danielle Sanders,Marketing,Female,Asian,North America,48225,2020-08-28,,0,Standard,0,,1.34,1-3 Years
483,Michelle Rivera,Marketing,Female,Asian,South America,84701,2018-09-17,,0,High,0,,3.29,3-5 Years
484,Stephanie Coffey,Marketing,Male,Asian,Europe,104966,2017-08-25,,0,Standard,0,,4.35,3-5 Years
485,Carl Johnson,Marketing,Male,Other,Asia,76535,2018-07-04,,0,Standard,0,,3.5,3-5 Years
486,Danielle Harrison,Marketing,Female,Asian,South America,79399,2018-05-29,2021-12-24,1,Standard,0,Management Issues,3.58,3-5 Years
487,Leah Miller,Marketing,Female,Asian,Europe,104136,2019-10-03,,0,Standard,0,,2.25,1-3 Years
